
scanner data:
 -921 -3192  -653 
-3157   678  -834 
  460  -356 -1821 
-3101 -3918 -1793 
-3074 -2948 -2081 
-1978 -2966  -692 
-2014 -2821 -1659 
 1794   623  -756 
-3280  1668  -542 
 2994 -1965   470 
-1848 -1523   469 
 3181  -616 -1797 
-4233 -1755 -2071 
-1913 -1455   618 
-4313 -1624  -700 
-3036 -1742  -654 
 1733   505  -718 
 -420 -4119 -1932 
-3231 -1904 -1615 
-3180 -2897 -2090 
-1793 -4004 -3217 
-1293   148   -98 
-1851 -1502   551 
-3303   776   776 
 3810  -550   689 
 2827 -1521  1821 
-3246 -2697 -3208 
 1939  -382  1691 
-3245  -656 -1765 
-4247 -1537  -557 
  -46 -1082 -1297 
-1218 -2338 -2437 
-3283  1720  -727 
  464 -2888 -2902 
 1658 -1643  -574 
 -835 -2958 -3216 
-3148 -3038  -669 
 -635  -615   362 
 -852   515  -489 
 2964  -568  -866 
 1167 -1194 -1322 
-3326 -2659 -3165 
-3338 -1918   365 
 2614  -362  1868 
  561  -462 -1804 
 1682  -237 -2056 
-3028 -2952  -595 
-3033  -435   447 
 -724 -1719   643 
-2392 -3450 -1357 
  554 -3003 -1790 
 3899 -1707   683 
  621 -1778 -3040 
-1968  1846   606 
  384 -2985 -3008 
  -55 -2403 -1283 
  349 -1621  -559 
  413   943   530 
-3292   683   720 
 -987   655 -1938 
-1306    56 -1209 
-1775  -431 -2892 
 1742  -450   450 
-1902 -1427  -880 
-1949   861 -2090 
-3185  -364  -589 
 1558  -473  -533 
-4292 -1685 -1966 
 -773   645   541 
-2823   933 -1998 
 1532  -319  -552 
-1961 -1692 -1611 
 1978  -530  1649 
  612 -1822 -3043 
 4208 -1706  -625 
-3234 -3892  -631 
-1871   874 -2097 
  740   774  -615 
 -512  -248 -4036 
-1975 -2940  -681 
 -753 -1905  -421 
-2046 -1732 -2923 
 3917  -594   597 
-3004 -4306 -2877 
 -899 -3839  -438 
 3898 -1598   757 
-3103 -4276 -3033 
-1720 -3179 -2830 
-2878   862 -1897 
 3128  -511 -1707 
-1752 -3163 -2912 
 -591 -2853 -1904 
-1966 -3941  -737 
-3100 -3012  -451 
-4309 -2906 -1826 
-1676 -1798 -4295 
  519 -3999  -756 
 -903   601 -1893 
-2481 -3419 -2430 
  542 -4126  -756 
-2183 -4262 -1970 
-1896  1800  -889 
  684 -3017 -1744 
 -528 -3999 -1930 
 2610  -257  1687 
 2805 -1563  1795 
-1707  -458   793 
-2901  -399   571 
  532 -2612  -810 
 1032 -1051 -1375 
 -814 -1725 -4563 
 2664 -1492  1754 
 1658  -544   535 
-1995 -3956  -527 
 -674 -1585   598 
-3328 -1944   311 
-3183 -1801  -698 
 2656  -365  1686 
-2949   826 -1964 
 -502 -2787 -1879 
 2900 -1680 -1622 
-1909 -1463  -826 
-2021  1840   674 
 -540 -1638 -3073 
-2011 -1793 -2936 
-1951  1855  -842 
-2514 -3505 -1224 
 -163 -1204  -165 
 -576  -278 -4232 
-2586   143 -1387 
-3244 -2672 -3121 
-2995 -4257 -3095 
 -753 -3822  -551 
-2014  -377 -1707 
 -887 -3194  -525 
  505 -2908 -3096 
 2992 -1778  -593 
 -190 -2212 -1258 
 3951  -372  -788 
-1629 -3042 -2859 
  385  -361   405 
-1218 -1041 -3596 
-3132 -1972 -1662 
-3255 -3931  -615 
-1902  -496   749 
 2907 -1969   443 
-3097 -3907 -1856 
 3138 -1818  -591 
-1861   667   756 
 -750   754   404 
 -823 -1630   641 
-2057  -355 -1668 
-3227 -3963  -461 
 -637 -1757  -402 
  401 -2643  -719 
-1758  -295  -663 
 2956  -717   410 
 2301    44    -8 
-1787  -427  -533 
 1791   650   743 
-2013   852 -2032 
-3306  1650  -717 
 -799 -3894  -570 
  325  -343   553 
  -67 -1098   -32 
-2530    10   -13 
-1793  -569   728 
-1996 -3930  -772 
-2519 -2378 -1223 
  440  -583  -974 
 2887 -1625 -1656 
  -79 -2362 -2433 
-3082 -3856 -2010 
 1735 -1823   417 
-2103 -2796 -1607 
 1736 -1745  1554 
 -805   510  -451 
-1977   655  -755 
-1884  -407 -2867 
-2392 -1199  -179 
 1817 -1719  1712 
-1985  2013   713 
-2058   707   714 
  474 -1829 -3001 
  352  -454  -949 
 -697 -1778 -4448 
-4357 -2894  -836 
-1380 -1118 -3680 
 1733   611   732 
-1681 -1736 -4210 
-1981 -2914  -761 
-4268 -2889  -758 
 2880 -1944   554 
-1212 -1074 -1209 
-2563 -1104   -48 
-1671 -1863 -4093 
  789 -4307 -1822 
 1640  -230 -2145 
 -742 -2853 -3165 
 1734 -1677  1588 
-1914   543  -747 
 2248 -1208  1207 
 3966  -612   634 
-3226 -1852   291 
 -630  -729  -519 
 -489  -484 -1682 
-2533 -3584 -2526 
-1983   666   700 
 1790  -460   550 
 2951   553   766 
 -990 -1938 -1963 
 -918 -3120  -434 
 2879  -652   498 
 4009 -1695   686 
 3972  -553  -881 
-3270  -308  -670 
-2085  -598 -4298 
  405  -470   568 
  672 -1640   563 
  624 -4300 -1723 
 2974   453   799 
 -732 -1679 -3043 
 -535  -664 -3184 
  319 -1736  -502 
 -501 -2889 -2067 
 3133 -1763  -667 
-3302  1680   237 
 1731 -1616  -469 
  726   706  -708 
 2964  -574  -937 
-1939 -2735 -1669 
  -10 -3454 -1387 
  336   928   466 
 -137 -2214 -2554 
 4251 -1620  -642 
-1390 -1155 -2414 
 -509  -413 -1692 
 2801   690  -555 
-1243 -1093 -2566 
 -970 -1880 -1871 
 1541 -1895 -1687 
  412  -468  -827 
 -876 -1896 -1873 
 2251   163  -176 
 2997  -495  -828 
-2442    25 -1282 
-3179   624  -830 
-2072  -615 -4355 
 1907  -447  1542 
  753   808  -605 
-3132 -1831 -1687 
 3084  -610 -1747 
  543 -2665  -629 
-1880  -414 -2909 
-4273 -1456  -743 
 -963   477  -487 
-1323 -2220 -2588 
 -497  -242 -1678 
-1864 -1506  -876 
-2445 -2279 -1353 
-3133  1664   259 
 1554  -375  -442 
-3276 -1751  -678 
 -176 -1207 -1360 
 -822 -1692 -4382 
-4417 -2863 -1888 
 1599   586   705 
-2026 -4219 -1948 
 1540 -1832 -1741 
-3291  -723 -1728 
  661 -4326 -1698 
-2099  -515 -4198 
 1760 -1866   396 
-1926   686  -867 
-1756  -284  -455 
-4252 -2949  -931 
 -712 -2906 -3172 
  425  -478 -1828 
 2884   671  -457 
 1756 -1980   447 
-3155   762   653 
 2292 -1138  -143 
 1747  -240 -2061 
-2101 -1737 -1609 
 1580 -1606  -601 
 -818   745   486 
  309   881   591 
-1794  1844  -932 
 2277 -1142 -1245 
-2103 -1700 -1603 
  636 -3033 -1768 
-3145   826  -823 
 3008 -1701 -1601 
-2569  1353   -22 
 2345 -1061  1084 
 -627  -769   479 
 2863   655  -661 
-3702 -2311 -1331 
 -553 -1773 -3060 
 2895  -771   537 
  651 -1617   447 
 -552  -643 -3156 
 -151 -3503 -1269 
-1382 -1174 -1338 
 1735   454  -776 
-2125 -4280 -1998 
  645 -1471   521 
 4239 -1693  -760 
-2970 -2844 -2082 
-3386  -667 -1707 
-3212  -248  -704 
  567 -3972  -818 
 1111 -1181  -154 
 -474  -230 -4205 
  501 -1835 -1932 
 3887  -497  -730 
-4289 -1701 -1957 

scanner data:
 1032 -1051 -1375 
 -835 -2958 -3216 
-3292   683   720 
-2481 -3419 -2430 
 1735 -1823   417 
  325  -343   553 
-1985  2013   713 
 3084  -610 -1747 
 2301    44    -8 
  789 -4307 -1822 
  519 -3999  -756 
  319 -1736  -502 
 1554  -375  -442 
  542 -4126  -756 
-2995 -4257 -3095 
 -790  -808  -512 
-3303   776   776 
-3291  -723 -1728 
  309   881   591 
  636 -3033 -1768 
-2569  1353   -22 
  740   774  -615 
 2863   655  -661 
-1961 -1692 -1611 
  612 -1822 -3043 
  651 -1617   447 
  561  -462 -1804 
-1801 -4237 -3222 
 2614  -362  1868 
 -874   519 -1951 
 -163 -1204  -165 
 1515 -1815 -3159 
 -137 -2214 -2554 
 -151 -3503 -1269 
-2392 -1199  -179 
-4233 -1755 -2071 
 2887 -1625 -1656 
 -724 -1719   643 
-1218 -2338 -2437 
 -627  -769   479 
 3810  -550   689 
 1790  -460   550 
-2519 -2378 -1223 
 1147 -2289 -2506 
 -474  -230 -4205 
 2827 -1521  1821 
 -987   655 -1938 
 -903   601 -1893 
  501 -1835 -1932 
-3074 -2948 -2081 
-2949   826 -1964 
 -190 -2212 -1258 
-1380 -1118 -3680 
 -970 -1880 -1871 
 -509  -413 -1692 
 2974   453   799 
-4313 -1624  -700 
-2011 -1793 -2936 
-3255 -3931  -615 
 1742  -450   450 
-3226 -1852   291 
-1382 -1174 -1338 
-3280  1668  -542 
-1787  -427  -533 
-3214  1750   273 
  -46 -1082 -1297 
-2014 -2821 -1659 
-3231 -1904 -1615 
-3155   762   653 
-3227 -3963  -461 
  726   706  -708 
 1514 -1774 -1734 
 -189    61   -45 
-1913 -1455   618 
  440  -583  -974 
 -502 -2787 -1879 
-1977   655  -755 
  480 -1734 -1770 
-1681 -1736 -4210 
-3004 -4306 -2877 
-1914   543  -747 
-1983   666   700 
  384 -2985 -3008 
-1909 -1463  -826 
-4432 -2910 -1916 
  413   943   530 
 1817 -1719  1712 
  543 -2665  -629 
 2884   671  -457 
 3138 -1818  -591 
  -55 -2403 -1283 
-2058   707   714 
 1760 -1866   396 
 -706  -757  -430 
 -823 -1630   641 
-3212  -248  -704 
 2656  -365  1686 
 -552  -643 -3156 
-4268 -2889  -758 
-2026 -4219 -1948 
 1558  -473  -533 
-2399  1386  -158 
-1851 -1502   551 
-3185  -364  -589 
-1793 -4004 -3217 
 -814 -1725 -4563 
-2013   852 -2032 
  672 -1640   563 
-3179   624  -830 
 -712 -2906 -3172 
 1580 -1606  -601 
 1885 -2633 -1755 
 -535  -664 -3184 
 -805   510  -451 
-1926   686  -867 
 -887 -3194  -525 
 1541 -1895 -1687 
-3028 -2952  -595 
 4239 -1693  -760 
 2964  -574  -937 
-1794  1844  -932 
 2664 -1492  1754 
-2586   143 -1387 
-4289 -1701 -1957 
-2878   862 -1897 
 -697 -1778 -4448 
-3338 -1918   365 
-1978 -2966  -692 
-3244 -2672 -3121 
  464 -2888 -2902 
 1167 -1194 -1322 
-3326 -2659 -3165 
-4357 -2894  -836 
 4009 -1695   686 
-3302  1680   237 
 -420 -4119 -1932 
  474 -1829 -3001 
 3972  -553  -881 
 -876 -1896 -1873 
 1907  -447  1542 
-4252 -2949  -931 
 -732 -1679 -3043 
-4417 -2863 -1888 
 2880 -1944   554 
-2085  -598 -4298 
-2101 -1737 -1609 
 1735   454  -776 
  349 -1621  -559 
-3082 -3856 -2010 
-1864 -1506  -876 
 2994   452   716 
-3097 -3907 -1856 
-2530    10   -13 
-3328 -1944   311 
 2277 -1142 -1245 
-3306  1650  -717 
  -67 -1098   -32 
 3951  -372  -788 
  406 -1797  -526 
 -584  -711 -3224 
-3246 -2697 -3208 
 1925 -2763 -1698 
-1966 -3941  -737 
-3033  -435   447 
-4247 -1537  -557 
-1995 -3956  -527 
-2970 -2844 -2082 
-3234 -3892  -631 
-2514 -3505 -1224 
-2445 -2279 -1353 
-2099  -515 -4198 
 1794   623  -756 
 -750   754   404 
 -553 -1773 -3060 
-1902 -1427  -880 
 -822 -1692 -4382 
  567 -3972  -818 
 2951   553   766 
 -528 -3999 -1930 
-4273 -1456  -743 
 -176 -1207 -1360 
 1599   586   705 
 2964  -568  -866 
 -963   477  -487 
 3899 -1707   683 
 -637 -1757  -402 
 -899 -3839  -438 
 -818   745   486 
  532 -2612  -810 
 3128  -511 -1707 
-3100 -3012  -451 
-1848 -1523   469 
 -635  -615   362 
-3386  -667 -1707 
 3887  -497  -730 
-2125 -4280 -1998 
 2994 -1965   470 
-3132 -1831 -1687 
 1533 -1732 -3054 
-1871   874 -2097 
-1293   148   -98 
 -753 -1905  -421 
 3507 -1043  -122 
  624 -4300 -1723 
  645 -1471   521 
  505 -2908 -3096 
-3276 -1751  -678 
-1951  1855  -842 
-1212 -1074 -1209 
-2533 -3584 -2526 
-3180 -2897 -2090 
 -548  -779   374 
 -576  -278 -4232 
 1756 -1980   447 
 3008 -1701 -1601 
 1457 -3118 -3072 
 1791   650   743 
-1902  -496   749 
-2134 -1739 -2909 
-3283  1720  -727 
  425  -478 -1828 
  -10 -3454 -1387 
 -512  -248 -4036 
-3702 -2311 -1331 
-3183 -1801  -698 
 2907 -1969   443 
 2251   163  -176 
 1733   505  -718 
 1658 -1643  -574 
  336   928   466 
  460  -356 -1821 
-1777 -4169 -3285 
-1629 -3042 -2859 
 -630  -729  -519 
 2805 -1563  1795 
-2007  -433 -1630 
 3917  -594   597 
-3132 -1972 -1662 
-2901  -399   571 
-1981 -2914  -761 
 3966  -612   634 
 1545 -3096 -3257 
-4292 -1685 -1966 
 2900 -1680 -1622 
 1532  -319  -552 
-3148 -3038  -669 
-1306    56 -1209 
-1390 -1155 -2414 
-3133  1664   259 
  405  -470   568 
 1540 -1832 -1741 
 -921 -3192  -653 
-1949   861 -2090 
-1218 -1041 -3596 
 1731 -1616  -469 
  661 -4326 -1698 
-1775  -431 -2892 
-2072  -615 -4355 
-3020  -477   656 
  621 -1778 -3040 
  -79 -2362 -2433 
-2392 -3450 -1357 
-4309 -2906 -1826 
  385  -361   405 
-1758  -295  -663 
  352  -454  -949 
-1671 -1863 -4093 
-1939 -2735 -1669 
-1192   126 -1343 
 2801   690  -555 
 1939  -382  1691 
-3145   826  -823 
 1867 -2726 -1693 
 2997  -495  -828 
-2014  -377 -1707 
 -506 -4074 -2066 
-1323 -2220 -2588 
-2103 -2796 -1607 
  684 -3017 -1744 
 1640  -230 -2145 
 3133 -1763  -667 
-2183 -4262 -1970 
 1734 -1677  1588 
 1515 -1649 -3219 
 -990 -1938 -1963 
-1756  -284  -455 
-3270  -308  -670 
-1676 -1798 -4295 
-1896  1800  -889 
 1682  -237 -2056 
-2057  -355 -1668 
 -674 -1585   598 
-3157   678  -834 
 -773   645   541 
 1733   611   732 
 2248 -1208  1207 
 2879  -652   498 
-3101 -3918 -1793 
 3181  -616 -1797 
 -591 -2853 -1904 
  -65   111  -185 
 -753 -3822  -551 
-1793  -569   728 
 -501 -2889 -2067 
 -540 -1638 -3073 
 2292 -1138  -143 
  401 -2643  -719 
 1486 -3037 -3093 
-3103 -4276 -3033 
 2610  -257  1687 
  554 -3003 -1790 
-1975 -2940  -681 
  753   808  -605 
 2895  -771   537 
-1861   667   756 
  412  -468  -827 
 1658  -544   535 
 -497  -242 -1678 
 4251 -1620  -642 
-3245  -656 -1765 
-2103 -1700 -1603 
 2345 -1061  1084 
 2956  -717   410 
 -744 -1746  -537 
-2046 -1732 -2923 
-1707  -458   793 
-1752 -3163 -2912 
-2021  1840   674 
-2823   933 -1998 
 1747  -240 -2061 
 2992 -1778  -593 
-2563 -1104   -48 
 1978  -530  1649 
 4208 -1706  -625 
-1243 -1093 -2566 
 1111 -1181  -154 
-2442    25 -1282 
 -489  -484 -1682 
-1880  -414 -2909 
-1968  1846   606 
-1884  -407 -2867 
-1996 -3930  -772 
-2397    81  -129 
 3898 -1598   757 
-1720 -3179 -2830 
 -742 -2853 -3165 
 -918 -3120  -434 
-3036 -1742  -654 
 -852   515  -489 
 -799 -3894  -570 
 1736 -1745  1554 
  526 -1808 -1920 

scanner data:
-3326 -2659 -3165 
 -822 -1692 -4382 
  532 -2612  -810 
  -65   111  -185 
 -742 -2853 -3165 
 -990 -1938 -1963 
-3004 -4306 -2877 
-1902 -1427  -880 
 1457 -3118 -3072 
  480 -1734 -1770 
-2085  -598 -4298 
 2805 -1563  1795 
 4251 -1620  -642 
 2827 -1521  1821 
  -10 -3454 -1387 
 1580 -1606  -601 
-1382 -1174 -1338 
 -502 -2787 -1879 
 -876 -1896 -1873 
-2533 -3584 -2526 
 1532  -319  -552 
-3185  -364  -589 
 -497  -242 -1678 
-2011 -1793 -2936 
-3306  1650  -717 
 1515 -1815 -3159 
-3036 -1742  -654 
-2103 -1700 -1603 
-3212  -248  -704 
 2887 -1625 -1656 
-2878   862 -1897 
-2445 -2279 -1353 
 2863   655  -661 
  325  -343   553 
 -190 -2212 -1258 
-4357 -2894  -836 
-4432 -2910 -1916 
 3128  -511 -1707 
 -512  -248 -4036 
-2125 -4280 -1998 
  352  -454  -949 
 -823 -1630   641 
  336   928   466 
  -46 -1082 -1297 
-1775  -431 -2892 
-2901  -399   571 
  612 -1822 -3043 
-2392 -3450 -1357 
-1966 -3941  -737 
-1777 -4169 -3285 
-1758  -295  -663 
 1111 -1181  -154 
-1996 -3930  -772 
 -805   510  -451 
-1629 -3042 -2859 
-3132 -1972 -1662 
  542 -4126  -756 
-1848 -1523   469 
-3231 -1904 -1615 
-3214  1750   273 
 1599   586   705 
-1902  -496   749 
-3338 -1918   365 
-3097 -3907 -1856 
 3507 -1043  -122 
  526 -1808 -1920 
 1885 -2633 -1755 
  651 -1617   447 
 -576  -278 -4232 
 -814 -1725 -4563 
 3008 -1701 -1601 
-2007  -433 -1630 
 -540 -1638 -3073 
  -55 -2403 -1283 
 3951  -372  -788 
-2014 -2821 -1659 
-2399  1386  -158 
 2248 -1208  1207 
  349 -1621  -559 
 -706  -757  -430 
 2664 -1492  1754 
-3227 -3963  -461 
 1448 -3858 -3252 
 1756 -1980   447 
-1977   655  -755 
-4273 -1456  -743 
 1514 -1774 -1734 
 2907 -1969   443 
 -151 -3503 -1269 
  405  -470   568 
-2014  -377 -1707 
-1949   861 -2090 
 -489  -484 -1682 
  644 -3917 -3041 
 1978  -530  1649 
 -963   477  -487 
 1640  -230 -2145 
-1707  -458   793 
-2563 -1104   -48 
 1733   505  -718 
-1975 -2940  -681 
-3276 -1751  -678 
-1801 -4237 -3222 
 2251   163  -176 
-4247 -1537  -557 
-2101 -1737 -1609 
-4289 -1701 -1957 
 2277 -1142 -1245 
-3386  -667 -1707 
 1658 -1643  -574 
 -509  -413 -1692 
  672 -1640   563 
-2013   852 -2032 
-3082 -3856 -2010 
 2964  -568  -866 
-1951  1855  -842 
 -552  -643 -3156 
-3179   624  -830 
-1851 -1502   551 
  543 -2665  -629 
 -874   519 -1951 
 1032 -1051 -1375 
-2392 -1199  -179 
 1731 -1616  -469 
-4417 -2863 -1888 
-1323 -2220 -2588 
-2519 -2378 -1223 
 1682  -237 -2056 
  726   706  -708 
 3972  -553  -881 
  740   774  -615 
-1218 -2338 -2437 
-3028 -2952  -595 
 -674 -1585   598 
 2895  -771   537 
-1793  -569   728 
  464 -2888 -2902 
 -744 -1746  -537 
 1790  -460   550 
 1732 -4350 -1816 
  460  -356 -1821 
 1939  -382  1691 
-1794  1844  -932 
-1681 -1736 -4210 
 1533 -1732 -3054 
-1896  1800  -889 
 2610  -257  1687 
 2880 -1944   554 
-4292 -1685 -1966 
  661 -4326 -1698 
  684 -3017 -1744 
 1734 -1677  1588 
-1306    56 -1209 
-2442    25 -1282 
-4252 -2949  -931 
 1541 -1895 -1687 
-1864 -1506  -876 
-2949   826 -1964 
-1218 -1041 -3596 
-4233 -1755 -2071 
 -420 -4119 -1932 
-1212 -1074 -1209 
 -835 -2958 -3216 
 1545 -3096 -3257 
 1540 -1832 -1741 
  440  -583  -974 
-2058   707   714 
-1981 -2914  -761 
 3966  -612   634 
  -79 -2362 -2433 
 2997  -495  -828 
 2801   690  -555 
  319 -1736  -502 
 1752 -4356 -1789 
 1791   650   743 
  621 -1778 -3040 
 -137 -2214 -2554 
 -773   645   541 
  401 -2643  -719 
-1671 -1863 -4093 
  505 -2908 -3096 
-3074 -2948 -2081 
 3899 -1707   683 
-3226 -1852   291 
 -903   601 -1893 
-2103 -2796 -1607 
 -753 -3822  -551 
 -591 -2853 -1904 
 -852   515  -489 
-2514 -3505 -1224 
 1147 -2289 -2506 
 2879  -652   498 
-3033  -435   447 
-1720 -3179 -2830 
 1024 -3599 -2565 
-1909 -1463  -826 
 -987   655 -1938 
  406 -1797  -526 
 2292 -1138  -143 
-3103 -4276 -3033 
-3246 -2697 -3208 
 1658  -544   535 
-2823   933 -1998 
 1520 -3824 -3214 
 1554  -375  -442 
 1907  -447  1542 
-3180 -2897 -2090 
 1925 -2763 -1698 
-1871   874 -2097 
-1243 -1093 -2566 
 -501 -2889 -2067 
-1787  -427  -533 
  727 -4036 -2974 
 3887  -497  -730 
-1914   543  -747 
 3138 -1818  -591 
-2134 -1739 -2909 
 -818   745   486 
 2964  -574  -937 
 2656  -365  1686 
-3132 -1831 -1687 
  425  -478 -1828 
 1167 -1194 -1322 
-1192   126 -1343 
 1817 -1719  1712 
-1293   148   -98 
 -163 -1204  -165 
  624 -4300 -1723 
-2057  -355 -1668 
-3157   678  -834 
-3245  -656 -1765 
-3020  -477   656 
 -918 -3120  -434 
 1768 -4204 -1833 
 2614  -362  1868 
-2530    10   -13 
-3303   776   776 
 3810  -550   689 
  798 -3970 -3061 
 -790  -808  -512 
-2021  1840   674 
-3255 -3931  -615 
-1884  -407 -2867 
-2586   143 -1387 
 3181  -616 -1797 
-1752 -3163 -2912 
-3283  1720  -727 
  645 -1471   521 
-1390 -1155 -2414 
 1515 -1649 -3219 
  519 -3999  -756 
 -712 -2906 -3172 
 -732 -1679 -3043 
-2397    81  -129 
 -548  -779   374 
-1978 -2966  -692 
-3234 -3892  -631 
 -553 -1773 -3060 
-1913 -1455   618 
 1735 -1823   417 
  384 -2985 -3008 
 2994 -1965   470 
-3133  1664   259 
-2072  -615 -4355 
 -799 -3894  -570 
  -67 -1098   -32 
-3101 -3918 -1793 
  501 -1835 -1932 
 1558  -473  -533 
-1995 -3956  -527 
 -750   754   404 
 1736 -1745  1554 
-2046 -1732 -2923 
 1610 -3813 -3316 
 2974   453   799 
-3292   683   720 
-2481 -3419 -2430 
 -899 -3839  -438 
  474 -1829 -3001 
-4268 -2889  -758 
  789 -4307 -1822 
 -474  -230 -4205 
-2099  -515 -4198 
  567 -3972  -818 
 -970 -1880 -1871 
  385  -361   405 
  309   881   591 
-3145   826  -823 
-1756  -284  -455 
 2345 -1061  1084 
 -697 -1778 -4448 
-4309 -2906 -1826 
 1794   623  -756 
-3244 -2672 -3121 
-2970 -2844 -2082 
  753   808  -605 
 1747  -240 -2061 
 2992 -1778  -593 
-2995 -4257 -3095 
 -189    61   -45 
 4208 -1706  -625 
 4239 -1693  -760 
 -176 -1207 -1360 
-3280  1668  -542 
  412  -468  -827 
-1880  -414 -2909 
-1968  1846   606 
 -528 -3999 -1930 
 -724 -1719   643 
-1926   686  -867 
 1486 -3037 -3093 
 2884   671  -457 
  413   943   530 
 2900 -1680 -1622 
-1961 -1692 -1611 
 1733   611   732 
  561  -462 -1804 
 1742  -450   450 
-2026 -4219 -1948 
 -627  -769   479 
 1139 -3442 -2449 
 2994   452   716 
 1735   454  -776 
 -887 -3194  -525 
  554 -3003 -1790 
-1861   667   756 
-1983   666   700 
 2301    44    -8 
 2956  -717   410 
 -921 -3192  -653 
 3898 -1598   757 
 -506 -4074 -2066 
-1985  2013   713 
 -535  -664 -3184 
-3100 -3012  -451 
 -753 -1905  -421 
 4009 -1695   686 
-3702 -2311 -1331 
-3183 -1801  -698 
-1939 -2735 -1669 
 1867 -2726 -1693 
-3291  -723 -1728 
-3155   762   653 
-1676 -1798 -4295 
-2183 -4262 -1970 
-3328 -1944   311 
 -635  -615   362 
 3133 -1763  -667 
-1793 -4004 -3217 
-3302  1680   237 
-2569  1353   -22 
 3917  -594   597 
-4313 -1624  -700 
 2951   553   766 
-3270  -308  -670 
-1380 -1118 -3680 
 -637 -1757  -402 
 -630  -729  -519 
-3148 -3038  -669 
 1760 -1866   396 
  636 -3033 -1768 
 -584  -711 -3224 
 3084  -610 -1747 

scanner data:
 -818   745   486 
 3917  -594   597 
 -506 -4074 -2066 
 -970 -1880 -1871 
-1758  -295  -663 
-1777 -4169 -3285 
 -163 -1204  -165 
 1791   650   743 
 -823 -1630   641 
-3148 -3038  -669 
-3234 -3892  -631 
 -552  -643 -3156 
-2481 -3419 -2430 
 -576  -278 -4232 
  401 -2643  -719 
-2995 -4257 -3095 
-1681 -1736 -4210 
  661 -4326 -1698 
-3280  1668  -542 
-1880  -414 -2909 
 1867 -2726 -1693 
-1218 -2338 -2437 
 2880 -1944   554 
-2007  -433 -1630 
 -852   515  -489 
 1554  -375  -442 
 2994 -1965   470 
 -773   645   541 
-2046 -1732 -2923 
 1558  -473  -533 
 2879  -652   498 
 -528 -3999 -1930 
  554 -3003 -1790 
 -674 -1585   598 
 1735 -1823   417 
 1794   623  -756 
 1756 -1980   447 
-2442    25 -1282 
-1949   861 -2090 
-2013   852 -2032 
-2392 -3450 -1357 
-1961 -1692 -1611 
  561  -462 -1804 
 2656  -365  1686 
-2103 -1700 -1603 
 2907 -1969   443 
-1801 -4237 -3222 
 1520 -3824 -3214 
-1848 -1523   469 
  352  -454  -949 
-3145   826  -823 
  413   943   530 
  798 -3970 -3061 
-3245  -656 -1765 
 1907  -447  1542 
 2964  -568  -866 
 3507 -1043  -122 
-1968  1846   606 
 1486 -3037 -3093 
-4268 -2889  -758 
 1790  -460   550 
 1580 -1606  -601 
 -899 -3839  -438 
-1909 -1463  -826 
  567 -3972  -818 
 4251 -1620  -642 
  753   808  -605 
-3036 -1742  -654 
 2292 -1138  -143 
-1323 -2220 -2588 
 -724 -1719   643 
-2450 -1057 -1224 
  319 -1736  -502 
-1671 -1863 -4093 
 -190 -2212 -1258 
-1951  1855  -842 
  740   774  -615 
-1902 -1427  -880 
-2949   826 -1964 
-2072  -615 -4355 
 3887  -497  -730 
 -753 -1905  -421 
 2664 -1492  1754 
-3185  -364  -589 
  336   928   466 
-1306    56 -1209 
-3155   762   653 
-1985  2013   713 
  644 -3917 -3041 
-3328 -1944   311 
-1382 -1174 -1338 
  464 -2888 -2902 
  474 -1829 -3001 
 -512  -248 -4036 
  727 -4036 -2974 
 -535  -664 -3184 
 -712 -2906 -3172 
-1752 -3163 -2912 
  501 -1835 -1932 
 -744 -1746  -537 
 3810  -550   689 
 1515 -1649 -3219 
-3100 -3012  -451 
 1167 -1194 -1322 
-1913 -1455   618 
-3004 -4306 -2877 
 -814 -1725 -4563 
  543 -2665  -629 
 -790  -808  -512 
 -553 -1773 -3060 
 1925 -2763 -1698 
 1640  -230 -2145 
 1111 -1181  -154 
-3292   683   720 
-1756  -284  -455 
 2345 -1061  1084 
 1733   611   732 
-2014 -2821 -1659 
-1939 -2735 -1669 
 -189    61   -45 
-1192   126 -1343 
 3972  -553  -881 
 -637 -1757  -402 
-2530    10   -13 
-2014  -377 -1707 
 2887 -1625 -1656 
 -697 -1778 -4448 
-1293   148   -98 
 2884   671  -457 
 -627  -769   479 
 1732 -4350 -1816 
-3132 -1831 -1687 
-3283  1720  -727 
 3133 -1763  -667 
 1457 -3118 -3072 
-3183 -1801  -698 
 1885 -2633 -1755 
 2610  -257  1687 
 -835 -2958 -3216 
 -137 -2214 -2554 
 -742 -2853 -3165 
  440  -583  -974 
-1851 -1502   551 
  -10 -3454 -1387 
-1996 -3930  -772 
  519 -3999  -756 
 -750   754   404 
-1975 -2940  -681 
 2863   655  -661 
-3028 -2952  -595 
-4292 -1685 -1966 
 4208 -1706  -625 
-4252 -2949  -931 
 2956  -717   410 
-1629 -3042 -2859 
-3103 -4276 -3033 
 1752 -4356 -1789 
  -67 -1098   -32 
  789 -4307 -1822 
 -151 -3503 -1269 
 1817 -1719  1712 
 2964  -574  -937 
-3255 -3931  -615 
 1139 -3442 -2449 
 -706  -757  -430 
  505 -2908 -3096 
 2801   690  -555 
-3227 -3963  -461 
  636 -3033 -1768 
-3180 -2897 -2090 
-1995 -3956  -527 
-3386  -667 -1707 
 2614  -362  1868 
-2085  -598 -4298 
